Wall time,Step,Value
1742501411.0963683,1,0.2518042027950287
1742501416.8533957,2,0.26179006695747375
1742501422.602127,3,0.2669193148612976
1742501428.3156736,4,0.2685772180557251
1742501434.025248,5,0.2732008397579193
1742501439.7388422,6,0.2770039439201355
1742501445.4424489,7,0.2780759036540985
1742501451.2080586,8,0.28214800357818604
1742501456.9490674,9,0.29610374569892883
1742501462.6846194,10,0.31635379791259766
1742501468.4061906,11,0.3384797275066376
1742501474.148517,12,0.357697069644928
1742501479.9140465,13,0.37027066946029663
1742501485.6501443,14,0.38580888509750366
1742501491.4237907,15,0.3935087323188782
1742501497.1810846,16,0.4122772216796875
1742501502.9422908,17,0.424894779920578
1742501508.704135,18,0.4324437379837036
1742501514.4801385,19,0.43995875120162964
1742501520.2446198,20,0.45143643021583557
1742501526.0374606,21,0.4544055163860321
1742501531.8603592,22,0.4606513977050781
1742501537.7474039,23,0.4663878381252289
1742501543.5262818,24,0.46808838844299316
1742501549.3296962,25,0.47348102927207947
1742501555.1052089,26,0.48024824261665344
1742501560.884517,27,0.4798761010169983
1742501566.6588671,28,0.48646003007888794
1742501572.4507415,29,0.4903043210506439
1742501578.256866,30,0.4915914535522461
1742501584.1025712,31,0.49442869424819946
1742501589.889927,32,0.5007186532020569
1742501595.6392064,33,0.49577251076698303
1742501601.4288523,34,0.4971774220466614
1742501607.1985893,35,0.5040425658226013
1742501613.0199463,36,0.501203715801239
1742501618.8229392,37,0.5047951936721802
1742501624.6247995,38,0.5081897377967834
1742501630.41719,39,0.5117021799087524
1742501636.2550716,40,0.5150022506713867
1742501642.0277655,41,0.515851616859436
1742501647.823946,42,0.5181124210357666
1742501653.6213791,43,0.5198596715927124
1742501659.4424105,44,0.5272144079208374
1742501665.1985505,45,0.5239847898483276
1742501671.008209,46,0.5228930115699768
1742501676.8483145,47,0.5291696786880493
1742501682.6151464,48,0.5302261114120483
1742501688.443616,49,0.5364420413970947
1742501694.2981732,50,0.5345665216445923
1742501700.0899513,51,0.537621259689331
1742501705.8939595,52,0.5371086001396179
1742501711.6445756,53,0.5385537147521973
1742501717.4673703,54,0.5399309992790222
1742501723.2613192,55,0.5423781871795654
1742501729.0821295,56,0.5427342653274536
1742501734.8651462,57,0.5434244275093079
1742501740.6792004,58,0.5432791113853455
1742501746.7803442,59,0.5408475995063782
1742501752.6595702,60,0.541304349899292
1742501758.5285583,61,0.5405612587928772
1742501764.3905408,62,0.5430219769477844
1742501770.235418,63,0.5452539324760437
1742501776.123709,64,0.5480574369430542
1742501782.0000136,65,0.5479441285133362
1742501787.8259945,66,0.5500738620758057
1742501793.627425,67,0.5532345771789551
1742501799.5119777,68,0.5563283562660217
1742501805.318868,69,0.5527530908584595
1742501811.1538148,70,0.5505111217498779
1742501816.9632602,71,0.554470419883728
1742501822.8299866,72,0.5541657209396362
1742501828.6485267,73,0.5563255548477173
1742501834.5150309,74,0.5526780486106873
1742501840.3276756,75,0.5584622621536255
1742501846.1836002,76,0.5555512309074402
1742501851.993597,77,0.5524626970291138
1742501857.84991,78,0.5552034378051758
1742501863.6744683,79,0.553906261920929
1742501869.5161722,80,0.5576562285423279
1742501875.35892,81,0.5595078468322754
1742501881.189102,82,0.5626843571662903
1742501887.0069752,83,0.5603092908859253
1742501892.8768106,84,0.5585322976112366
1742501898.6991675,85,0.5607826113700867
1742501904.5379694,86,0.5582568049430847
1742501910.373314,87,0.5624871253967285
1742501916.224032,88,0.5637123584747314
1742501922.0374715,89,0.5620045065879822
1742501927.9081678,90,0.5625585913658142
1742501933.7479331,91,0.5599318742752075
1742501939.6662524,92,0.5639408826828003
1742501945.5556183,93,0.558793306350708
1742501951.429065,94,0.5593699812889099
1742501957.262797,95,0.561767041683197
1742501963.105611,96,0.5623396039009094
1742501968.9283109,97,0.5618363618850708
1742501974.7507162,98,0.5637409687042236
1742501980.5800326,99,0.5637286305427551
1742501986.437702,100,0.5648095607757568
1742501992.2089238,101,0.5611359477043152
1742501998.0017347,102,0.560244083404541
1742502003.7839577,103,0.5644426941871643
1742502009.621482,104,0.5668175220489502
1742502015.4527175,105,0.5644212961196899
1742502021.2545905,106,0.5668070316314697
1742502027.0813804,107,0.5626648664474487
1742502032.913651,108,0.5675935745239258
1742502038.732688,109,0.5693084597587585
1742502044.5985913,110,0.56546950340271
1742502050.4258745,111,0.5671209692955017
1742502056.2352548,112,0.5692324042320251
1742502062.0466259,113,0.5704648494720459
1742502067.906966,114,0.5675683617591858
1742502073.7239075,115,0.5662078261375427
1742502079.6074154,116,0.571846604347229
1742502085.4587846,117,0.5698937773704529
1742502091.3424447,118,0.5714724063873291
1742502097.1253257,119,0.5701603293418884
1742502102.975603,120,0.5711596012115479
1742502108.7925713,121,0.5707463622093201
1742502114.6814013,122,0.5653362274169922
1742502120.4643757,123,0.5692967176437378
1742502126.2716877,124,0.5721148252487183
1742502132.1069863,125,0.5713247656822205
1742502137.9476705,126,0.5694230794906616
1742502143.746496,127,0.5704220533370972
1742502149.6242762,128,0.5671305060386658
1742502155.4441397,129,0.5743167996406555
1742502161.2948043,130,0.5711250305175781
1742502167.118326,131,0.5713210701942444
1742502173.056677,132,0.5734445452690125
1742502178.8528652,133,0.5697359442710876
1742502184.6711235,134,0.5672596096992493
1742502190.4734778,135,0.5712495446205139
1742502196.318183,136,0.5694103240966797
1742502202.1012824,137,0.5709428787231445
1742502207.9918902,138,0.574554979801178
1742502213.793378,139,0.5720078349113464
1742502219.686546,140,0.5740112662315369
1742502225.5316436,141,0.5744048357009888
1742502231.3991923,142,0.5764110088348389
1742502237.216199,143,0.5727789402008057
1742502243.424537,144,0.5669500827789307
1742502249.301261,145,0.5703617334365845
1742502255.1887383,146,0.569237232208252
1742502261.0611734,147,0.5730221271514893
1742502266.955172,148,0.5752341747283936
1742502272.7950413,149,0.5724163055419922
1742502278.7213602,150,0.5687154531478882
1742502284.5407414,151,0.5741952657699585
1742502290.4412925,152,0.5743189454078674
1742502296.2714765,153,0.5700175762176514
1742502302.1202528,154,0.5714595317840576
1742502307.9460964,155,0.5745641589164734
1742502313.8370285,156,0.572594404220581
1742502319.6311111,157,0.5731602907180786
1742502325.5095499,158,0.571628987789154
1742502331.356456,159,0.572820782661438
1742502337.2231019,160,0.5715088248252869
1742502343.049138,161,0.5745084881782532
1742502348.9353955,162,0.5725111365318298
1742502354.7190125,163,0.5720116496086121
1742502360.5542088,164,0.5719353556632996
1742502366.3821485,165,0.5742537975311279
1742502372.2564003,166,0.5763677954673767
1742502378.0827358,167,0.5712321400642395
1742502383.9917743,168,0.5737437605857849
1742502389.785655,169,0.5695828199386597
1742502395.6610086,170,0.572172999382019
1742502401.5523658,171,0.5753492116928101
1742502407.472031,172,0.5707733631134033
1742502413.3083797,173,0.5757009983062744
1742502419.1479592,174,0.5742708444595337
1742502425.0017796,175,0.5734196305274963
1742502430.8705163,176,0.5774037837982178
1742502436.6968014,177,0.569779634475708
1742502442.5543463,178,0.5721537470817566
1742502448.4356544,179,0.5720762014389038
1742502454.3149214,180,0.5757531523704529
1742502460.147844,181,0.5710382461547852
1742502466.0303476,182,0.5717336535453796
1742502471.8846412,183,0.5718888640403748
1742502477.7463195,184,0.5786869525909424
1742502483.5686388,185,0.5734397768974304
1742502489.4334724,186,0.5716273188591003
1742502495.2790296,187,0.5711519718170166
1742502501.116803,188,0.5740872025489807
1742502506.9241123,189,0.5753573775291443
1742502512.7456243,190,0.575834333896637
1742502518.6264904,191,0.5748744010925293
1742502524.4738457,192,0.5750249624252319
1742502530.3270442,193,0.5750696063041687
1742502536.2223508,194,0.5766853094100952
1742502542.0942018,195,0.5735605955123901
1742502547.9383426,196,0.5730777382850647
1742502553.7962167,197,0.578473687171936
1742502559.6720102,198,0.5746176838874817
1742502565.557568,199,0.5734729766845703
1742502571.4391215,200,0.5748150944709778
1742502577.2831163,201,0.5745638608932495
1742502583.171138,202,0.5728550553321838
1742502589.0281148,203,0.5760846734046936
1742502594.9013648,204,0.5783761143684387
1742502600.744784,205,0.5760308504104614
1742502606.6179245,206,0.5721185803413391
1742502612.4858732,207,0.5749943256378174
1742502618.3439958,208,0.5702095031738281
1742502624.2090573,209,0.5781955122947693
1742502630.1000953,210,0.5751810073852539
1742502635.9804149,211,0.577792227268219
1742502641.8743145,212,0.57766193151474
1742502647.8088746,213,0.5761134624481201
1742502653.6869395,214,0.5797590017318726
1742502659.5945225,215,0.5764329433441162
1742502665.5671282,216,0.5773186683654785
1742502671.4268064,217,0.5772578716278076
1742502677.3009477,218,0.5796882510185242
1742502683.1793425,219,0.5733372569084167
1742502689.0851793,220,0.5770793557167053
1742502694.9605296,221,0.5754169821739197
1742502700.8075647,222,0.5764031410217285
1742502706.751454,223,0.5752128958702087
1742502712.6010828,224,0.5752878189086914
1742502718.4582143,225,0.5736842751502991
1742502724.3614902,226,0.5768967866897583
1742502730.2066994,227,0.5758272409439087
1742502736.0587566,228,0.575073778629303
1742502741.9359648,229,0.5785605907440186
1742502748.1086066,230,0.5778684020042419
1742502754.0254693,231,0.5796642899513245
1742502759.8670404,232,0.5736168026924133
1742502765.7660441,233,0.5736334919929504
1742502771.6181576,234,0.5741636157035828
1742502777.5337527,235,0.575435996055603
1742502783.371946,236,0.5780191421508789
1742502789.277803,237,0.5770246982574463
1742502795.125826,238,0.5737049579620361
1742502800.9948127,239,0.5734549760818481
1742502806.83764,240,0.5805427432060242
1742502812.7599473,241,0.5778898000717163
1742502818.5912013,242,0.5789306163787842
1742502824.4729867,243,0.5787016153335571
1742502830.3531873,244,0.5748710632324219
1742502836.2972984,245,0.5787931084632874
1742502842.104548,246,0.5779390335083008
1742502847.9394007,247,0.5790830850601196
1742502853.763469,248,0.5770891308784485
1742502859.759792,249,0.5697681903839111
1742502865.6289198,250,0.5775066614151001
1742502871.505542,251,0.5750159025192261
1742502877.3823032,252,0.5752559900283813
1742502883.245476,253,0.5737343430519104
1742502889.1090324,254,0.5754347443580627
1742502895.0006757,255,0.5726957321166992
1742502900.8707004,256,0.5778706669807434
1742502906.7323062,257,0.5729102492332458
1742502912.5917823,258,0.5760509967803955
1742502918.4595277,259,0.5757309794425964
1742502924.3197806,260,0.576723039150238
1742502930.187325,261,0.5784080028533936
1742502936.038397,262,0.5757160186767578
1742502941.9116368,263,0.5729739665985107
1742502947.788069,264,0.5784751176834106
1742502953.6400836,265,0.5750513672828674
1742502959.4363797,266,0.5760824680328369
1742502965.2882519,267,0.5789480209350586
1742502971.1470866,268,0.5778644680976868
1742502976.9832811,269,0.5801771879196167
1742502982.854756,270,0.5744085907936096
1742502988.76303,271,0.5753037333488464
1742502994.6679173,272,0.577318549156189
1742503000.5607,273,0.5776294469833374
1742503006.3944156,274,0.576589822769165
